mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
3,6,0,B6,395,LGA,950,14.92,176,157
5,19,4,B6,915,JFK,740,13.75,157,110
2,12,3,WN,1689,TUS,365,20.33,75,4
7,13,3,AA,853,ORD,1236,18.67,185,11
10,18,2,WN,2604,SJC,417,19.33,80,-11
10,7,5,WN,3691,SMF,404,6.17,85,3
1,24,0,UA,763,ORD,258,14.75,72,-11
1,23,6,B6,174,SJC,2569,22.42,325,-13
5,27,5,OH,5200,ORD,264,12.00,78,67
9,24,5,OO,5557,SFO,77,9.00,48,7
11,10,3,US,2118,LGA,185,8.00,57,20
4,2,5,UA,248,ORD,235,18.95,78,147
5,13,5,AA,1184,ORD,719,11.83,130,34
7,4,1,UA,1568,ORD,1012,18.70,160,133
10,25,2,WN,1658,SMF,480,19.58,85,9
4,19,1,UA,850,ORD,733,19.10,136,NA
5,17,2,OO,5572,SFO,329,10.47,89,11
11,8,1,OO,5704,SJC,234,20.50,67,-22
9,21,2,US,17,JFK,2153,15.98,325,35
0,2,3,UA,208,SFO,2419,12.83,299,27
1,15,5,OH,5357,LGA,604,21.42,130,73
0,20,0,OO,5902,ORD,177,13.17,62,5
2,9,0,WN,495,SJC,296,13.25,60,1
11,26,5,AA,2011,LGA,1097,17.50,195,-11
8,5,5,B6,1315,JFK,228,20.00,102,83
9,20,1,UA,1616,ORD,843,13.88,133,140
0,17,4,HA,30,OGG,2640,15.83,325,-8
4,12,1,AA,1025,ORD,177,15.33,60,39
1,29,5,AA,1359,ORD,606,11.33,120,19
6,27,0,UA,62,SFO,679,22.23,118,177
6,14,1,UA,577,ORD,1781,17.25,259,35
0,14,1,OO,5796,SFO,153,20.73,55,0
10,28,5,AA,329,LGA,733,13.00,165,-21
1,21,4,UA,635,ORD,416,8.88,89,-5
4,9,5,AA,1194,SJC,1829,13.17,260,2
2,20,4,AA,2301,ORD,802,6.00,145,-6
11,28,0,OH,6355,JFK,508,8.75,130,141
8,3,3,AA,2203,LGA,1097,6.00,175,-21
7,21,4,UA,421,ORD,1723,10.17,250,-20
2,19,3,B6,263,SMF,387,11.17,80,5
3,1,2,WN,3059,SMF,389,9.58,75,45
7,4,1,B6,47,JFK,1069,19.08,195,32
5,23,1,US,2118,LGA,185,8.00,64,-11
4,31,6,UA,1575,ORD,1515,10.00,235,8
2,22,6,B6,707,JFK,1597,21.00,242,38
10,22,6,UA,1234,ORD,783,19.00,128,-7
1,8,5,UA,667,LGA,733,6.00,151,33
1,7,4,US,1564,ORD,678,13.83,126,-7
10,13,4,OH,6417,JFK,426,16.67,131,23
3,17,4,OO,5553,SFO,329,12.75,92,-8
6,29,2,UA,907,ORD,1846,17.15,270,16
8,13,6,OO,5930,SFO,421,12.92,85,90
7,11,1,OH,5709,LGA,834,12.25,162,NA
0,9,3,UA,472,ORD,528,13.17,100,-14
4,3,6,WN,3079,SJC,621,17.08,110,-13
6,10,4,OO,6529,ORD,109,13.33,56,35
8,26,5,OH,6749,JFK,589,21.40,138,-23
5,21,6,AA,14,OGG,2486,21.33,300,-9
3,1,2,B6,807,JFK,1069,17.75,194,109
0,31,4,UA,275,ORD,403,17.33,93,57
1,25,1,US,660,ORD,1440,14.08,231,28
4,24,6,OO,5443,SFO,329,16.00,92,66
1,7,4,AA,20,SFO,2586,15.50,315,46
8,20,6,AA,1323,JFK,740,7.75,150,-21
1,26,2,OO,5741,SFO,78,11.00,45,1
7,6,3,UA,1506,SFO,651,18.37,126,2
10,26,3,AA,1341,ORD,1846,7.42,290,-33
9,31,5,UA,844,SFO,337,14.98,92,NA
11,9,2,AA,327,LGA,733,11.92,165,-2
6,9,3,UA,542,ORD,867,19.50,139,-13
7,27,3,UA,1244,SJC,1829,13.45,252,-22
3,16,3,OH,5103,JFK,267,9.17,91,-21
0,17,4,AQ,207,OGG,100,10.67,34,-4
4,17,6,B6,171,JFK,2521,19.50,382,-10
8,5,5,AA,1053,ORD,978,13.58,160,-2
8,5,5,HA,195,OGG,100,18.78,34,-5
2,3,1,AA,1479,SJC,342,20.08,75,89
8,14,0,OO,6459,ORD,160,11.98,49,25
1,8,5,US,605,ORD,1515,15.33,244,75
4,22,4,AA,360,ORD,733,15.33,135,51
11,24,3,AA,1041,ORD,1829,8.92,285,90
9,31,5,AA,2301,ORD,802,6.00,135,NA
8,29,1,UA,275,ORD,403,17.83,88,-10
8,30,2,OO,5576,SFO,262,19.10,82,92
6,30,3,B6,67,JFK,1069,15.08,182,22
10,10,1,UA,679,LGA,733,12.00,162,-18
3,28,1,UA,202,ORD,316,21.33,71,15
5,19,4,B6,52,JFK,267,9.33,81,-1
11,27,6,B6,837,JFK,1028,15.98,189,41
11,31,3,WN,1558,SMF,358,19.50,70,13
3,26,6,UA,1463,ORD,1515,11.92,235,63
9,2,4,AA,1918,ORD,719,18.33,140,53
2,31,1,UA,36,SFO,447,7.00,86,-6
5,16,1,WN,514,SJC,308,11.92,75,8
5,20,5,OO,6150,SFO,363,18.38,82,3
11,26,5,OO,5994,ORD,177,11.52,61,111
10,27,4,UA,1575,ORD,1515,9.75,246,93
7,5,2,AA,1463,ORD,888,10.67,150,5
7,5,2,UA,888,SFO,337,11.58,89,-6
4,10,6,UA,500,ORD,177,15.83,70,-16
8,23,2,AA,1544,ORD,612,18.17,110,37
11,16,2,UA,392,ORD,594,18.92,106,NA
2,16,0,AA,272,SFO,2585,21.83,305,10
7,18,1,WN,3598,SFO,447,10.75,85,85
4,5,1,OH,5139,LGA,292,8.42,97,-2
1,22,5,US,1646,LGA,544,10.00,130,29
11,22,1,UA,318,SFO,967,14.72,150,-15
11,2,2,OO,5871,ORD,911,17.67,156,37
1,29,5,US,408,SFO,651,17.25,115,9
8,17,3,OH,6762,JFK,301,9.17,104,-9
4,22,4,OO,6337,SFO,329,7.68,78,6
8,25,4,UA,894,SFO,967,8.40,155,-18
0,14,1,OO,6456,SFO,316,9.50,77,-13
3,24,4,AA,751,LGA,1389,14.42,230,-12
5,4,3,AA,345,ORD,1041,20.42,155,107
8,11,4,WN,309,SMF,404,17.83,85,51
4,29,4,OO,6150,SFO,363,18.17,77,3
0,17,4,UA,75,SFO,2398,12.75,331,26
3,30,3,UA,44,OGG,2486,13.20,313,-6
7,7,4,WN,1145,SMF,397,15.17,80,95
4,23,5,UA,107,ORD,1745,8.93,264,26
10,8,6,OO,5930,SFO,421,14.60,81,142
1,22,5,WN,629,SJC,342,16.00,75,61
8,7,0,UA,420,ORD,763,13.18,123,-1
11,30,2,WN,623,TUS,321,18.33,60,124
11,20,6,AA,305,LGA,733,7.33,160,40
7,26,2,OO,5851,ORD,522,8.23,103,-4
1,17,0,OO,6266,ORD,316,21.67,71,31
0,12,6,AA,294,ORD,1197,10.75,180,19
1,27,3,UA,1512,SFO,651,10.82,117,3
9,16,4,UA,554,ORD,783,16.92,129,-20
3,9,3,UA,38,SFO,447,6.00,86,1
11,16,2,WN,2290,SMF,404,18.08,85,36
6,23,3,AA,1464,ORD,1005,14.75,160,17
2,2,0,OO,5554,SFO,262,15.58,79,34
11,11,4,UA,776,ORD,264,13.15,84,3
9,6,1,OO,6449,ORD,1249,17.75,207,-15
5,8,0,WN,3582,SJC,621,12.58,110,-7
11,20,6,AA,2447,ORD,1081,11.42,175,39
10,2,0,UA,909,ORD,888,15.13,162,-17
7,25,1,B6,225,SJC,324,15.67,74,20
8,29,1,AA,1473,ORD,334,19.00,90,18
9,2,4,UA,589,ORD,802,9.75,145,-8
6,19,6,HA,305,OGG,100,11.58,34,NA
9,5,0,UA,1076,SFO,550,18.73,104,-8
8,11,4,WN,527,SJC,342,19.33,75,3
2,17,1,AA,371,LGA,733,21.42,150,NA
9,26,0,WN,347,SMF,389,15.08,75,57
2,21,5,OO,6356,SFO,599,20.52,104,17
0,22,2,B6,35,JFK,1028,19.83,195,63
10,29,6,B6,112,JFK,301,22.58,88,-17
7,30,6,OH,5709,LGA,834,12.25,162,28
3,2,3,UA,365,ORD,1726,10.23,261,153
4,8,4,AA,731,LGA,1389,11.33,230,-11
7,21,4,AA,629,ORD,1829,20.67,270,7
6,1,2,OO,5984,ORD,174,22.15,57,1
4,20,2,HA,177,OGG,100,14.05,34,-9
6,3,4,AA,1918,ORD,719,19.75,135,101
10,12,3,WN,1780,TUS,321,6.92,60,77
2,25,2,UA,689,LGA,733,16.98,163,198
9,5,0,B6,4,JFK,301,9.58,87,16
6,17,4,AA,2303,ORD,802,6.67,135,NA
8,5,5,AA,181,JFK,2475,17.75,375,49
9,23,4,B6,1,JFK,1069,10.83,175,-8
2,19,3,US,278,SFO,414,20.75,89,30
4,19,1,OO,6035,ORD,409,16.47,88,-7
6,16,3,WN,2504,SJC,308,10.33,75,NA
6,23,3,B6,377,LGA,1076,13.33,179,35
4,10,6,UA,1204,ORD,412,17.83,86,-19
0,11,5,UA,403,LGA,1619,7.98,274,-7
8,16,2,US,1539,LGA,335,9.25,98,9
11,1,1,US,728,SFO,2521,13.50,310,73
0,4,5,AA,459,ORD,1197,9.67,175,27
6,18,5,US,2124,LGA,185,11.00,83,-30
7,18,1,WN,905,SMF,404,6.58,90,-6
9,17,5,OH,6725,LGA,431,19.08,118,23
1,22,5,UA,566,ORD,606,18.08,116,45
4,4,0,OO,5449,SMF,86,17.50,47,21
6,12,6,AA,1058,ORD,1005,19.50,155,20
1,1,5,OH,5673,LGA,641,10.40,154,-3
5,22,0,HA,30,OGG,2640,14.50,320,-7
3,12,6,AA,701,LGA,1389,6.08,220,42
0,10,4,OO,6380,SFO,522,12.88,93,85
0,5,6,WN,722,SJC,417,18.08,80,64
2,27,4,OO,6388,SFO,522,16.40,93,NA
5,4,3,AA,1802,SMF,1431,8.00,197,-6
7,17,0,AA,2426,SJC,1438,18.83,200,27
11,18,4,AA,751,LGA,1389,13.48,260,NA
11,6,6,US,517,SJC,621,16.17,109,-2
3,7,1,AA,1255,ORD,925,19.17,160,1
0,3,4,AA,1613,ORD,1846,13.00,280,121
4,11,0,UA,788,SFO,447,13.58,90,21
3,29,2,AA,185,JFK,2475,20.50,375,86
8,9,2,US,2177,LGA,214,14.00,78,NA
4,22,4,AA,791,LGA,1389,21.08,220,47
10,12,3,UA,852,SFO,447,12.70,94,-1
6,17,4,OH,5613,JFK,541,13.98,135,189
0,20,0,UA,557,ORD,1162,9.75,190,NA
8,19,5,UA,145,ORD,1846,12.62,277,-8
6,30,3,UA,827,ORD,299,22.78,74,28
3,21,1,B6,8,JFK,301,15.08,80,-11
9,26,0,US,1856,TUS,1735,14.08,214,-13
6,5,6,AA,730,ORD,1182,12.17,185,-2
1,11,1,UA,146,ORD,647,18.67,115,36
3,19,6,AA,1145,ORD,1249,11.42,195,25
5,24,2,AA,386,ORD,733,8.67,125,-10
3,10,4,B6,703,JFK,1597,15.42,237,-23
2,11,2,UA,1137,SFO,337,17.15,84,72
6,18,5,OH,5510,JFK,187,13.92,85,19
5,15,0,WN,3572,SMF,479,11.08,85,1
6,6,0,B6,1065,JFK,1522,13.17,232,16
11,12,5,AA,1184,ORD,719,11.83,130,65
10,19,3,AA,1810,SJC,1476,8.92,195,8
5,30,1,OH,5053,JFK,508,8.50,146,44
8,4,4,OH,6419,JFK,1522,17.67,269,3
1,14,4,WN,384,SMF,605,6.42,115,2
11,20,6,AA,1741,LGA,764,15.50,155,40
9,6,1,UA,75,SFO,2398,12.75,313,83
11,13,6,UA,922,ORD,589,6.13,108,-5
7,21,4,US,1167,LGA,544,14.67,120,42
1,19,2,OO,6085,ORD,122,6.90,48,27
2,8,6,AA,2247,ORD,1120,9.08,165,229
6,24,4,OO,5818,ORD,475,14.08,96,-6
9,29,3,UA,34,SFO,2586,22.48,330,24
9,31,5,WN,360,SJC,296,17.25,60,-6
4,3,6,US,2187,LGA,214,19.00,78,-35
3,24,4,AA,2357,ORD,802,20.75,135,83
4,15,4,OO,5482,SFO,199,12.92,65,49
1,28,4,AA,411,LGA,1183,10.50,215,-14
2,24,1,UA,1560,ORD,1012,9.00,156,59
4,28,3,B6,12,JFK,209,15.25,81,-7
5,12,4,B6,139,JFK,1074,13.92,184,58
6,19,6,OO,6081,ORD,585,20.02,114,-1
8,7,0,AA,1612,SFO,1846,9.58,240,51
1,1,5,US,1485,SFO,2254,22.42,280,70
1,24,0,AA,1835,ORD,1846,15.58,285,70
1,26,2,OO,6476,ORD,264,15.78,75,NA
1,12,2,AA,1311,ORD,678,11.83,115,66
8,21,0,UA,360,ORD,589,11.18,105,65
0,2,3,US,412,SFO,651,19.42,115,27
0,24,4,UA,824,SFO,2704,13.12,333,50
4,12,1,UA,409,LGA,1619,17.50,266,152
1,20,3,AA,1846,SJC,1438,15.58,200,1
1,6,3,UA,1564,ORD,1144,18.00,170,NA
1,1,5,OO,6669,ORD,1186,10.02,194,145
7,14,4,AA,178,SFO,2586,13.50,340,124
6,11,5,UA,1652,ORD,1005,20.00,156,48
2,1,6,OO,6750,ORD,264,6.50,75,-8
10,20,4,OO,6416,SFO,896,12.05,137,51
0,25,5,AA,33,JFK,2475,7.50,380,20
0,15,2,WN,1644,SFO,447,13.25,85,49
3,17,4,OH,5094,ORD,264,16.25,77,-8
11,27,6,OO,6075,ORD,1249,10.08,210,40
2,29,6,UA,390,SJC,948,17.12,150,-17
6,14,1,OO,5963,ORD,130,13.17,54,6
9,13,1,OO,6557,ORD,139,14.93,52,-16
3,16,3,UA,828,ORD,867,20.75,136,NA
5,18,3,WN,2006,SFO,337,17.00,80,-2
2,23,0,OO,6093,SFO,326,20.42,72,-2
7,31,0,OO,6696,ORD,416,12.80,85,-10
5,19,4,OO,5726,SFO,462,9.37,123,-13
7,19,2,UA,395,ORD,1723,17.75,250,-13
9,12,0,HA,545,OGG,100,18.05,34,-9
6,14,1,UA,864,ORD,763,14.12,125,-8
8,26,5,B6,907,JFK,740,9.42,158,14
3,13,0,AA,1393,LGA,761,9.25,150,-1
7,13,3,B6,134,JFK,264,17.33,95,16
2,6,4,AA,1169,ORD,1041,14.00,175,28
1,2,6,WN,1270,SFO,337,7.42,90,-18
9,9,4,UA,1179,SFO,337,11.93,92,NA
3,25,5,UA,132,ORD,849,7.68,129,-2
0,22,2,AA,2050,ORD,1197,13.00,180,35
11,6,6,UA,554,ORD,783,16.72,127,-10
10,12,3,AA,1031,ORD,1236,19.08,205,-6
7,3,0,AA,721,LGA,1389,10.33,225,20
8,22,1,OO,6069,SFO,599,9.43,110,6
1,11,1,AA,1037,LGA,1020,10.42,200,NA
7,17,0,B6,221,JFK,2465,9.42,361,72
0,5,6,AA,459,ORD,1197,9.67,175,19
1,21,4,OO,5438,SFO,199,10.42,65,123
3,11,5,B6,197,JFK,2248,8.92,363,-16
9,28,2,B6,173,JFK,2569,17.67,400,25
6,17,4,UA,626,ORD,612,19.08,111,39
0,30,3,OH,5357,LGA,604,21.58,133,7
2,15,6,HA,30,OGG,2640,14.42,325,38
5,6,5,OH,5195,JFK,892,11.48,164,21
6,19,6,UA,536,SJC,1829,6.35,247,19
0,10,4,OO,5709,SMF,207,21.08,65,110
8,10,3,AA,1544,SFO,1846,10.92,255,-9
11,1,1,US,384,SMF,397,10.13,81,3
10,14,5,OO,5564,SMF,86,20.70,47,13
0,9,3,B6,739,JFK,1617,23.92,228,16
4,4,0,WN,2537,SFO,337,19.08,85,79
9,15,3,OO,6463,SMF,373,6.00,85,105
6,24,4,WN,195,SJC,342,16.08,75,6
9,5,0,AA,1713,LGA,1097,6.67,180,NA
9,25,6,B6,47,JFK,1069,18.83,199,357
11,23,2,AA,348,ORD,733,19.33,129,NA
4,4,0,OO,5785,SFO,304,11.25,91,22
1,29,5,UA,720,SFO,967,14.43,145,-1
7,22,5,US,128,SFO,651,15.58,120,-4
0,5,6,UA,218,SFO,2419,10.03,303,2
1,6,3,US,206,SMF,647,12.65,111,-14
10,9,0,AA,2491,ORD,978,20.08,175,-27
4,31,6,WN,3214,SMF,480,7.50,90,-14
0,26,6,B6,83,JFK,2421,19.42,398,-23
4,20,2,B6,170,SJC,2569,12.50,345,10
7,25,1,B6,641,JFK,2586,8.17,379,9
8,3,3,WN,1329,SMF,647,7.67,105,4
0,6,0,B6,1069,JFK,1522,20.75,254,-23
1,12,2,AA,21,JFK,2475,19.00,394,260
4,7,3,OH,5545,JFK,589,13.58,135,-3
11,11,4,UA,566,ORD,606,18.92,117,51
1,9,6,AA,1540,TUS,813,15.50,130,9
1,28,4,UA,844,SFO,337,15.13,84,5
7,5,2,WN,3141,SJC,386,16.25,85,78
11,23,2,OO,6329,SFO,326,9.00,72,-4
11,23,2,UA,52,SFO,2565,22.42,323,10
7,15,5,B6,45,JFK,1005,8.00,172,NA
3,10,4,US,404,SFO,651,12.00,116,-8
1,19,2,WN,1231,SMF,479,19.00,90,-5
3,18,5,UA,1179,SFO,337,12.02,87,61
0,2,3,UA,390,SJC,948,17.50,147,16
7,17,0,AA,1687,ORD,1739,10.42,260,-39
1,10,0,AA,775,LGA,1097,8.50,195,-7
0,26,6,AA,2328,ORD,612,11.08,105,-1
9,27,1,UA,473,ORD,1726,19.87,268,-39
1,13,3,AA,358,ORD,733,16.67,135,NA
5,5,4,UA,755,ORD,1721,8.23,267,58
3,2,3,AA,335,ORD,258,17.00,70,74
2,5,3,UA,240,SJC,2400,7.67,307,-34
8,26,5,UA,1575,ORD,1515,10.48,236,-7
6,30,3,WN,3427,SJC,697,18.42,120,-7
3,25,5,OO,5557,SFO,77,8.75,46,0
9,19,0,US,1453,ORD,599,9.50,113,-16
7,29,5,HA,565,OGG,100,22.17,34,-5
0,14,1,OH,5196,LGA,461,8.75,119,NA
11,17,3,B6,76,JFK,209,15.75,88,26
0,11,5,AA,363,LGA,733,20.00,150,112
6,4,5,OO,3761,TUS,601,7.58,108,-8
10,8,6,OO,5832,ORD,286,18.00,74,-3
6,22,2,OO,6006,ORD,196,14.38,60,8
1,17,0,UA,654,ORD,719,16.33,150,NA
4,19,1,WN,1782,SMF,397,6.42,80,-3
1,11,1,OH,5417,LGA,610,18.73,146,110
4,17,6,UA,1642,ORD,1012,16.92,158,39
11,30,2,AA,2301,ORD,802,6.00,155,-17
3,1,2,AA,1605,ORD,1723,13.75,265,13
11,25,4,AA,1095,ORD,1144,17.75,175,-18
4,4,0,UA,218,SFO,2419,9.95,313,-2
0,27,0,WN,1681,SFO,447,14.50,85,36
0,29,2,OO,6083,ORD,466,17.45,102,NA
7,18,1,UA,588,SJC,948,10.50,148,-2
6,30,3,UA,376,ORD,678,16.75,139,29
3,8,2,UA,1184,SFO,967,6.00,146,-16
0,2,3,B6,43,JFK,944,19.33,200,38
8,9,2,OO,5560,SFO,77,6.53,42,-10
11,25,4,UA,349,ORD,1437,20.08,235,31
1,7,4,UA,658,ORD,719,18.00,141,34
3,24,4,AA,1240,ORD,1197,14.50,185,37
4,12,1,B6,173,JFK,2569,17.92,390,41
1,2,6,OO,5563,SMF,86,8.08,50,80
7,18,1,AA,599,LGA,1097,10.58,185,30
3,25,5,AA,2019,LGA,887,20.42,160,26
1,5,2,UA,617,ORD,1726,15.50,269,21
4,23,5,UA,788,SFO,447,13.70,90,16
1,2,6,AA,1184,ORD,719,12.00,130,17
7,10,0,B6,647,JFK,2586,18.00,393,157
0,7,1,UA,343,ORD,416,20.42,91,51
6,4,5,UA,341,ORD,416,9.70,85,-5
3,24,4,HA,157,OGG,100,12.08,34,-2
0,6,0,US,1237,ORD,599,16.08,117,43
0,11,5,UA,624,ORD,612,18.00,106,NA
5,17,2,AA,1,JFK,2475,9.00,355,47
5,19,4,B6,91,JFK,2576,15.92,373,11
5,27,5,WN,2428,SJC,569,16.58,100,44
4,3,6,UA,27,JFK,2475,15.48,371,-15
9,16,4,OO,6500,SJC,308,6.23,87,-11
0,9,3,OO,5947,ORD,462,17.30,101,7
2,31,1,B6,1075,JFK,288,11.17,93,-4
1,27,3,UA,1499,ORD,1440,20.17,232,58
9,14,2,OO,5495,SFO,158,21.50,58,20
0,18,5,OH,5424,LGA,610,9.27,141,38
10,30,0,OO,5816,ORD,654,18.60,104,119
11,26,5,B6,359,JFK,2465,17.98,400,8
10,7,5,HA,105,OGG,100,6.40,34,-6
9,23,4,UA,600,ORD,612,6.00,108,4
9,6,1,AA,1417,ORD,1515,14.50,240,-18
1,24,0,B6,199,JFK,2248,21.17,365,109
4,20,2,WN,2292,TUS,367,14.33,70,-1
1,13,3,B6,357,JFK,2465,16.67,380,114
4,24,6,AA,1869,ORD,258,20.75,65,-1
1,7,4,HA,555,OGG,100,20.92,34,-16
7,5,2,AA,1617,LGA,950,11.00,170,2
3,4,5,UA,670,ORD,733,7.00,131,60
7,26,2,B6,123,JFK,944,13.08,163,85
6,26,6,AA,1544,ORD,612,18.17,110,-5
3,17,4,AA,392,ORD,733,7.50,125,24
0,8,2,UA,479,SFO,679,18.17,122,24
5,3,2,AA,2345,ORD,802,17.83,145,189
10,22,6,WN,2325,SMF,397,15.75,80,23
2,14,5,OH,5081,LGA,1011,10.00,197,33
6,26,6,UA,1184,SFO,967,6.00,143,5
11,26,5,OH,6373,LGA,585,15.98,150,3
4,29,4,UA,894,SFO,967,8.48,157,-18
10,22,6,UA,720,SFO,967,13.55,155,-15
7,3,0,UA,528,ORD,867,9.42,135,0
2,15,6,WN,3392,SJC,296,15.83,60,-3
3,21,1,UA,1524,SFO,414,14.95,91,37
11,1,1,B6,47,JFK,1069,19.58,208,92
1,26,2,US,1539,LGA,335,9.25,100,42
11,7,0,OH,6764,ORD,740,9.55,137,136
1,11,1,UA,27,JFK,2475,15.42,381,-31
4,29,4,OO,6048,ORD,760,11.32,125,0
2,23,0,OH,5436,LGA,834,16.00,169,28
3,3,4,UA,543,ORD,1498,20.67,240,76
3,22,2,US,1291,LGA,544,13.08,117,-9
2,3,1,OO,5965,ORD,438,12.73,99,NA
11,26,5,OO,6189,ORD,522,14.90,107,NA
7,1,5,UA,802,SJC,948,6.33,148,4
5,21,6,UA,837,JFK,2586,7.10,375,-1
11,10,3,WN,2663,SJC,333,21.50,70,-11
8,2,2,HA,165,OGG,100,13.23,34,-4
3,20,0,UA,893,JFK,2586,8.63,386,12
1,3,0,UA,828,ORD,867,20.75,133,NA
6,15,2,OH,5570,LGA,461,18.67,108,55
2,21,5,AA,1243,ORD,1721,9.17,270,112
10,3,1,UA,446,ORD,599,15.97,113,25
11,11,4,UA,365,ORD,1726,9.80,276,-11
1,9,6,UA,496,ORD,296,14.08,71,-7
7,21,4,AA,730,TUS,1437,6.00,200,2
5,23,1,AA,354,ORD,733,16.67,139,49
1,18,1,OO,6043,ORD,416,19.83,87,183
5,2,1,UA,371,ORD,1739,17.75,259,42
6,24,4,AA,329,LGA,733,12.50,152,50
5,13,5,UA,133,SFO,337,11.07,90,-18
2,24,1,OO,5869,ORD,130,10.20,56,1
11,3,3,OO,5903,ORD,588,20.00,112,80
6,16,3,UA,1142,ORD,473,13.67,97,-7
0,21,1,UA,1269,ORD,316,10.88,74,110
2,10,1,AA,1067,ORD,925,9.58,165,19
0,17,4,AA,2426,SJC,1438,18.42,195,17
10,17,1,OH,6493,LGA,292,15.17,98,17
4,17,6,B6,22,JFK,209,22.92,80,-14
2,14,5,OO,5477,SFO,158,14.33,59,NA
6,25,5,OH,5123,LGA,834,8.47,159,12
1,28,4,WN,3139,SMF,389,12.08,75,5
11,13,6,WN,3584,SMF,480,7.92,85,-6
2,27,4,WN,173,SJC,296,6.67,60,-4
7,15,5,B6,179,JFK,2153,20.00,330,258
3,26,6,UA,334,ORD,296,18.00,72,45
5,20,5,US,2167,LGA,214,9.00,81,-11
4,20,2,UA,543,ORD,1498,20.68,240,-15
11,8,1,UA,850,ORD,678,18.08,124,3
5,12,4,AA,2185,LGA,1097,6.00,170,-7
6,13,0,B6,357,JFK,2465,16.50,364,160
5,10,2,B6,128,JFK,267,22.92,84,NA
1,3,0,UA,117,ORD,1721,19.92,271,80
9,27,1,UA,437,ORD,403,8.70,92,-9
10,18,2,UA,635,ORD,416,8.63,94,-25
10,6,4,OH,6675,JFK,1391,19.50,255,25
5,8,0,B6,115,JFK,1182,20.00,208,284
5,16,1,AA,1917,JFK,944,15.92,165,39
7,14,4,WN,723,SFO,447,9.33,85,57
2,22,6,OO,6384,SFO,522,8.33,93,-3
2,23,0,UA,409,LGA,1619,17.48,272,122
3,4,5,OO,5979,ORD,122,17.02,50,18
4,2,5,WN,495,SJC,296,13.25,60,24
2,2,0,OO,6404,SFO,451,8.75,93,33
3,19,6,B6,1051,JFK,340,8.50,111,-5
4,12,1,AA,1191,LGA,1020,18.48,195,NA
3,10,4,AA,2423,ORD,403,15.50,85,NA
4,27,2,AA,721,LGA,1389,10.33,235,NA
8,16,2,OO,5556,SFO,199,20.25,65,-15
9,20,1,AA,47,ORD,802,19.25,140,44
4,5,1,UA,357,ORD,802,17.53,148,-20
4,26,1,WN,2726,SFO,447,14.00,85,76
0,9,3,AA,1053,ORD,978,14.08,165,-11
9,27,1,AA,313,LGA,733,8.92,150,-4
2,26,3,US,2171,LGA,214,11.00,75,20
2,6,4,AA,2079,ORD,1723,8.33,265,-11
9,27,1,AA,321,ORD,837,13.50,140,-17
9,31,5,UA,837,JFK,2586,7.05,382,27
4,29,4,AA,3,JFK,2475,12.00,350,25
0,16,3,OO,5575,SFO,238,19.25,75,-9
1,24,0,WN,1223,SMF,1790,12.75,235,18
6,28,1,UA,133,SFO,337,11.07,90,33
4,28,3,WN,1512,SFO,414,6.50,90,-21
6,9,3,US,1627,LGA,544,17.08,126,62
6,14,1,OH,5435,LGA,563,11.00,119,67
7,19,2,AA,1687,ORD,1739,10.42,260,-29
0,5,6,OO,5444,SFO,191,18.00,67,NA
0,5,6,UA,1216,SFO,967,7.93,154,8
3,11,5,UA,1163,SFO,337,13.92,87,-11
5,5,4,UA,714,SFO,1635,10.67,246,-24
9,20,1,UA,38,OGG,2338,21.22,290,15
7,17,0,UA,852,SFO,2586,13.17,354,34
4,23,5,AA,1704,ORD,719,9.25,125,-12
7,28,4,AA,181,JFK,2475,16.92,375,41
3,14,1,AA,1393,LGA,761,9.25,150,-1
6,18,5,B6,65,JFK,1005,10.75,172,28
0,2,3,AA,1186,ORD,235,14.50,75,72
7,27,3,OO,6104,ORD,177,10.88,63,30
10,26,3,UA,850,ORD,678,18.17,125,-7
1,18,1,HA,555,OGG,100,20.92,34,-16
4,22,4,B6,73,JFK,944,12.42,164,24
10,17,1,WN,199,SFO,414,14.00,100,-3
2,14,5,OH,5466,ORD,740,12.00,142,40
6,13,0,AA,1324,SFO,1846,6.50,245,70
11,12,5,WN,1568,SFO,967,17.00,150,46
0,7,1,AA,1403,ORD,585,15.25,115,48
4,18,0,UA,274,SFO,1482,10.83,203,9
6,7,1,UA,614,ORD,612,13.08,112,27
2,25,2,UA,580,ORD,622,11.17,110,44
0,25,5,OO,6083,ORD,466,17.45,102,58
11,15,1,AA,895,ORD,888,11.92,160,20
4,6,2,AA,487,JFK,1391,17.48,235,146
7,15,5,WN,3141,SJC,386,16.25,85,49
0,19,6,UA,793,ORD,334,12.25,89,-16
5,3,2,B6,169,JFK,2569,8.67,370,40
9,29,3,UA,1166,SFO,337,18.58,93,4
3,2,3,UA,620,ORD,612,16.00,109,3
5,14,6,US,2177,LGA,214,14.00,77,20
5,5,4,AA,1307,LGA,764,15.67,145,7
5,10,2,AA,1761,LGA,1097,19.20,183,71
6,2,3,B6,916,ORD,740,16.08,147,140
2,9,0,B6,470,SJC,2689,20.67,324,53
2,15,6,OO,5869,ORD,130,10.03,56,42
11,28,0,UA,642,ORD,719,10.30,150,-9
0,8,2,OO,6292,SFO,192,18.53,58,124
9,1,3,AA,1359,ORD,606,11.67,115,-21
0,2,3,AA,1024,SJC,1476,12.25,200,19
7,18,1,AA,1144,SFO,1464,13.25,220,145
