host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
67%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$67.00,$10.00,$250.00,1,6,2,38.90503808013014,-76.9770622631048,Washington,20002,DC
96%,90%,4,1,Private room,1.0,1.0,1.0,$43.00,$20.00,$95.00,1,1125,0,38.90275571481374,-76.98652013802298,Washington,20002,DC
,,1,1,Shared room,1.0,1.0,1.0,$30.00,$5.00,,1,1,1,38.90203588826288,-76.98055774475674,Washington,20002,DC
96%,90%,4,7,Entire home/apt,3.0,1.5,4.0,$192.00,$75.00,$200.00,1,1125,3,38.9026907207258,-76.9880841437082,Washington,20002,DC
64%,97%,2,2,Private room,1.0,1.0,1.0,$46.00,$15.00,$400.00,2,100,4,38.90342359536041,-76.98402864666424,Washington,20002,DC
100%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$95.00,$50.00,$100.00,3,1125,0,38.90290409478938,-76.98986208057184,Washington,20002,DC
100%,100%,1,7,Entire home/apt,3.0,2.5,3.0,$175.00,$40.00,$250.00,3,1125,0,38.90410825655529,-76.98626614291943,Washington,20002,DC
90%,100%,1,2,Private room,1.0,1.0,1.0,$65.00,$15.00,$100.00,1,160,27,38.90265392830762,-76.9818466393457,Washington,20002,DC
90%,90%,1,3,Entire home/apt,1.0,1.0,1.0,$79.00,,,1,1125,5,38.900169473936494,-76.97684484680975,Washington,20002,DC
100%,100%,3,1,Private room,1.0,,1.0,$99.00,,,2,730,7,38.904759118389116,-76.98491951161057,Washington,20002,DC
100%,100%,3,1,Private room,1.0,,1.0,$99.00,,,2,730,4,38.90466607474278,-76.98626789750531,Washington,20002,DC
100%,100%,1,6,Entire home/apt,3.0,2.0,3.0,$299.00,$100.00,,2,29,25,38.90133326787189,-76.98488420278608,Washington,20002,DC
,,1,2,Entire home/apt,1.0,1.0,2.0,$135.00,,,1,1125,1,38.898531022795616,-76.97200016094428,Washington,20002,DC
71%,100%,2,2,Private room,1.0,1.0,1.0,$59.00,,,2,1125,26,38.90282245204648,-76.98273385321198,Washington,20002,DC
100%,100%,2,3,Private room,1.0,1.5,2.0,$94.00,$25.00,,2,31,15,38.91087381780871,-76.98641789951587,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$99.00,$40.00,$100.00,1,31,18,38.90383783143076,-76.9891055507133,Washington,20002,DC
90%,60%,1,2,Private room,1.0,2.0,1.0,$70.00,,,2,1125,14,38.90221357262857,-76.98836629382498,Washington,20002,DC
100%,100%,1,5,Entire home/apt,2.0,1.0,2.0,$140.00,$65.00,$150.00,2,1125,11,38.90606770105468,-76.99146697022294,Washington,20002,DC
100%,,1,4,Entire home/apt,1.0,1.0,2.0,$95.00,,,1,1125,0,38.91130814958455,-76.98668877553055,Washington,20002,DC
71%,100%,2,4,Private room,1.0,1.0,2.0,$71.00,,,2,1125,27,38.901904213959796,-76.98482730245259,Washington,20002,DC
60%,75%,1,2,Private room,1.0,1.0,1.0,$74.00,,$500.00,1,1125,3,38.90266668342658,-76.98440496721662,Washington,20002,DC
100%,,1,2,Private room,1.0,1.5,1.0,$129.00,$50.00,$500.00,3,1125,11,38.90855561138673,-76.99964393308824,Washington,20002,DC
,,1,2,Private room,1.0,1.0,1.0,$150.00,$30.00,$125.00,1,4,0,38.90460101614488,-76.98168088847663,Washington,20002,DC
96%,90%,4,2,Private room,1.0,1.0,1.0,$70.00,$25.00,$95.00,1,1125,4,38.90203009623207,-76.98616830940078,Washington,20002,DC
95%,100%,1,3,Private room,1.0,1.0,1.0,$60.00,,,1,1125,6,38.90957989855388,-76.98153995608766,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$79.00,$15.00,,1,32,7,38.91230045063666,-76.98556886356853,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$79.00,$20.00,,1,1125,75,38.90768938293669,-76.9871748065412,Washington,20002,DC
84%,100%,2,2,Private room,1.0,1.0,1.0,$120.00,$30.00,$100.00,2,15,8,38.90239900794931,-76.98619348890385,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$75.00,,$200.00,2,90,8,38.90350271537394,-76.98869642074449,Washington,20002,DC
50%,57%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,,,3,16,19,38.90046282576681,-76.98009110281082,Washington,20002,DC
84%,100%,2,8,Entire home/apt,4.0,4.0,5.0,$350.00,$150.00,$100.00,1,15,20,38.903101810123175,-76.98529019475542,Washington,20002,DC
100%,88%,1,2,Entire home/apt,1.0,1.0,1.0,$85.00,,,1,3,5,38.90848959055015,-76.98632235792934,Washington,20002,DC
100%,50%,2,2,Private room,1.0,1.0,1.0,$75.00,,$100.00,2,1125,4,38.903360007568075,-76.9891812689675,Washington,20002,DC
100%,95%,3,12,Entire home/apt,5.0,2.0,5.0,$215.00,$135.00,$100.00,2,1825,34,38.90611772836772,-76.98887309238212,Washington,20002,DC
90%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$96.00,$25.00,$100.00,2,1125,54,38.903950618368896,-76.98952090663519,Washington,20002,DC
,,1,6,Entire home/apt,2.0,2.0,3.0,$165.00,$40.00,$200.00,3,1125,1,38.9017205526605,-76.98620621626277,Washington,20002,DC
100%,100%,1,7,Entire home/apt,3.0,2.0,4.0,$239.00,$125.00,$300.00,3,180,30,38.905750882182815,-76.99598608664388,Washington,20002,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$72.00,,$250.00,4,1125,24,38.905992542224006,-76.99634669985589,Washington,20002,DC
100%,97%,1,2,Private room,1.0,1.0,1.0,$60.00,,,1,5,23,38.90257322646086,-76.98116706918542,Washington,20002,DC
82%,57%,2,2,Entire home/apt,1.0,1.0,2.0,$90.00,$60.00,$200.00,1,60,33,38.90048121870214,-76.98361280736128,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$128.00,$35.00,$100.00,1,30,85,38.90385976427804,-76.98219343803258,Washington,20002,DC
78%,63%,2,4,Entire home/apt,2.0,1.0,2.0,$150.00,,$100.00,1,1125,2,38.90453980778028,-76.9727254736554,Washington,20002,DC
78%,63%,2,2,Private room,1.0,1.0,1.0,$75.00,,$100.00,1,1125,0,38.902553839282795,-76.97325699949616,Washington,20002,DC
99%,88%,16,5,Entire home/apt,2.0,2.0,3.0,$350.00,,,2,1125,14,38.90497253763307,-77.05727590487241,Washington,20007,DC
70%,78%,1,4,Entire home/apt,2.0,1.0,2.0,$195.00,$75.00,$480.00,1,1125,6,38.915754648209024,-77.07458210837622,Washington,20007,DC
100%,25%,6,1,Entire home/apt,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0,38.905423717180255,-77.05746967401642,Washington,20007,DC
100%,96%,2,6,Entire home/apt,3.0,3.0,3.0,$350.00,$150.00,$250.00,3,365,20,38.90616857809773,-77.0646728297297,Washington,20007,DC
80%,100%,1,2,Private room,1.0,0.0,1.0,$85.00,$30.00,,3,1125,1,38.91195677329522,-77.06112217993673,Washington,20007,DC
91%,50%,7,3,Private room,1.0,1.0,1.0,$139.00,$75.00,,3,1125,3,38.91638259107899,-77.07053119937876,Washington,20007,DC
,,1,6,Entire home/apt,3.0,3.0,3.0,$650.00,$80.00,,3,1125,0,38.912257275484784,-77.06066302763496,Washington,20007,DC
92%,94%,30,8,Entire home/apt,3.0,3.0,3.0,$550.00,$220.00,,3,1125,11,38.911194896599454,-77.06626477733111,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,2.0,$115.00,$60.00,,5,1125,0,38.909746630538,-77.0539951850582,Washington,20007,DC
43%,50%,1,6,Entire home/apt,4.0,3.5,4.0,$500.00,,,1,5,0,38.909504072005184,-77.06416375994424,Washington,20007,DC
100%,100%,3,2,Private room,1.0,1.0,1.0,$155.00,$60.00,$800.00,3,1125,10,38.91202933849383,-77.07110934620621,Washington,20007,DC
99%,88%,16,2,Entire home/apt,0.0,1.0,1.0,$178.00,,,1,1125,4,38.902554107604274,-77.05932772094404,Washington,20007,DC
100%,100%,3,2,Entire home/apt,1.0,1.0,1.0,$155.00,$60.00,$800.00,3,1125,5,38.912726351777756,-77.06969613753796,Washington,20007,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,2.0,$155.00,$75.00,,3,365,27,38.908116847244145,-77.06398997229194,Washington,20007,DC
80%,44%,1,5,Entire home/apt,1.0,1.0,1.0,$99.00,$100.00,,1,365,10,38.91002023693714,-77.05545611909392,Washington,20007,DC
100%,,1,2,Entire home/apt,0.0,1.0,1.0,$165.00,,,3,1125,1,38.91174861990429,-77.06917737644947,Washington,20007,DC
99%,88%,16,5,Entire home/apt,2.0,2.5,4.0,$375.00,,$500.00,2,1125,2,38.905533708449155,-77.05795176651084,Washington,20007,DC
99%,88%,16,4,Entire home/apt,1.0,1.0,2.0,$175.00,,,1,1125,7,38.903514335091145,-77.05744388774086,Washington,20007,DC
100%,63%,4,1,Private room,1.0,1.0,1.0,$60.00,$10.00,,10,1125,5,38.913884130341465,-77.0750363997378,Washington,20007,DC
50%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$120.00,$30.00,"$1,000.00",1,1125,23,38.911587100587575,-77.06707398824395,Washington,20007,DC
99%,88%,16,2,Entire home/apt,1.0,1.0,1.0,$300.00,,,2,1125,7,38.90518573480008,-77.0580070027587,Washington,20007,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$130.00,,,1,1125,12,38.902809579689816,-77.06068337204644,Washington,20007,DC
99%,88%,16,2,Entire home/apt,1.0,1.0,1.0,$300.00,,,2,1125,1,38.905002973195096,-77.05903870330688,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,,,3,14,0,38.91305506670522,-77.06843509440787,Washington,20007,DC
92%,75%,1,2,Entire home/apt,0.0,1.0,1.0,$120.00,,,1,1125,0,38.910281180360336,-77.05519817778323,Washington,20007,DC
,,1,3,Entire home/apt,2.0,1.0,2.0,$325.00,$20.00,,3,30,17,38.91207019484643,-77.06781590494356,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$180.00,,,1,1125,2,38.91096565051754,-77.0626892657272,Washington,20007,DC
100%,100%,1,4,Entire home/apt,4.0,3.5,4.0,$350.00,$200.00,$350.00,1,1125,0,38.9083670412625,-77.05729388786953,Washington,20007,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$70.00,$29.00,$299.00,1,27,4,38.903211278376006,-77.06420651698741,Washington,20007,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$85.00,,,1,1125,6,38.903788032420884,-77.06399614171579,Washington,20007,DC
100%,100%,2,3,Entire home/apt,2.0,1.5,2.0,$225.00,$125.00,$500.00,2,30,0,38.91553572362044,-77.07396882994131,Washington,20007,DC
98%,60%,5,6,Entire home/apt,3.0,2.0,3.0,$474.00,$120.00,"$1,000.00",7,29,1,38.91390882120306,-77.0721680942783,Washington,20007,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$110.00,,$500.00,1,1125,1,38.90992936561425,-77.05983718036447,Washington,20007,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$109.00,,,1,7,3,38.903890908413686,-77.06463387838876,Washington,20007,DC
40%,,1,4,Entire home/apt,2.0,1.5,2.0,$300.00,,"$1,000.00",4,1125,2,38.9103438392789,-77.06670701263185,Washington,20007,DC
99%,96%,32,6,Entire home/apt,3.0,3.5,4.0,$775.00,$250.00,"$2,000.00",4,93,1,38.90943253709928,-77.05874409520571,Washington,20007,DC
75%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$140.00,$100.00,,2,7,11,38.91036273567696,-77.06053129987725,Washington,20007,DC
100%,100%,1,6,Entire home/apt,3.0,3.5,3.0,$595.00,$200.00,"$1,000.00",7,1125,4,38.905722259507996,-77.0628982765968,Washington,20007,DC
100%,100%,4,5,Entire home/apt,2.0,1.0,5.0,$249.00,$99.00,$250.00,1,30,7,38.909423651499466,-77.05571561286357,Washington,20007,DC
,,1,2,Private room,1.0,1.0,1.0,$110.00,,$100.00,1,1125,0,38.90433290920993,-77.06660349278313,Washington,20007,DC
100%,63%,4,1,Private room,1.0,1.0,1.0,$60.00,$10.00,,25,1125,1,38.916098555130624,-77.07573905376205,Washington,20007,DC
99%,96%,32,4,Entire home/apt,2.0,1.0,3.0,$201.00,$75.00,$100.00,2,90,11,38.904668845489525,-77.06667216914646,Washington,20007,DC
100%,25%,6,1,Entire home/apt,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0,38.90658947577557,-77.05816702482329,Washington,20007,DC
100%,100%,1,7,Entire home/apt,4.0,2.5,4.0,$975.00,$180.00,$750.00,2,1125,11,38.9083425558994,-77.06522186534644,Washington,20007,DC
33%,67%,1,2,Entire home/apt,1.0,1.0,1.0,$179.00,$35.00,,2,1125,6,38.90952732887703,-77.06573404311186,Washington,20007,DC
,,1,4,Entire home/apt,0.0,1.5,2.0,$375.00,,,2,365,3,38.90192829331965,-77.05879906374534,Washington,20007,DC
100%,100%,1,1,Private room,1.0,1.5,1.0,$125.00,$100.00,$200.00,3,21,10,38.913649593897404,-77.06974861834418,Washington,20007,DC
100%,91%,2,2,Entire home/apt,0.0,1.0,1.0,$120.00,$75.00,,2,1125,8,38.907328039350155,-77.06314241757343,Washington,20007,DC
89%,50%,1,4,Entire home/apt,1.0,1.0,2.0,$200.00,$70.00,$300.00,2,1125,11,38.90588504893038,-77.0594876888925,Washington,20007,DC
100%,96%,2,4,Entire home/apt,1.0,1.0,2.0,$129.00,$50.00,$250.00,2,90,7,38.91250356946928,-77.06601050902614,Washington,20007,DC
99%,89%,25,6,Entire home/apt,2.0,1.5,3.0,$225.00,$125.00,$500.00,3,90,4,38.91184817145935,-77.06861603607588,Washington,20007,DC
99%,88%,16,2,Entire home/apt,0.0,1.0,1.0,$185.00,,,1,1125,4,38.90511592009209,-77.057606035994,Washington,20007,DC
91%,50%,7,4,Entire home/apt,2.0,1.0,3.0,$299.00,$130.00,,3,365,4,38.91569202841367,-77.07025610462969,Washington,20007,DC
100%,63%,4,1,Private room,1.0,1.0,1.0,$65.00,$10.00,,7,1125,21,38.91527673062858,-77.07450429561975,Washington,20007,DC
,,1,4,Entire home/apt,3.0,2.0,3.0,$600.00,,,2,1125,0,38.90754704994266,-77.06567183118906,Washington,20007,DC
100%,100%,1,4,Entire home/apt,2.0,1.5,2.0,$375.00,,,1,1125,0,38.90399690313445,-77.06426010805677,Washington,20007,DC
99%,88%,16,2,Entire home/apt,0.0,1.0,1.0,$122.00,,,2,1125,5,38.903678448124474,-77.05911379610805,Washington,20007,DC
100%,100%,3,3,Entire home/apt,1.0,1.0,1.0,$300.00,$150.00,$500.00,3,1125,0,38.91024762447354,-77.05396381270002,Washington,20007,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,$400.00,2,90,11,38.91116924696149,-77.05482775338861,Washington,20007,DC
99%,88%,16,6,Entire home/apt,3.0,3.5,4.0,$569.00,,"$1,000.00",7,1125,10,38.90371560441758,-77.05907010828014,Washington,20007,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$124.00,$85.00,$200.00,10,365,13,38.907877445164594,-77.06650217879859,Washington,20007,DC
100%,100%,5,2,Entire home/apt,1.0,1.0,1.0,$150.00,$50.00,$750.00,4,1125,2,38.91237464363624,-77.06070257163488,Washington,,DC
90%,60%,1,3,Entire home/apt,1.0,1.0,1.0,$175.00,$80.00,$300.00,1,5,63,38.90641382386896,-77.06899099064849,Arlington,22209,VA
80%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$105.00,$50.00,$350.00,2,1125,1,38.913288561846535,-77.0743245519127,Washington,20007,DC
100%,100%,5,4,Entire home/apt,2.0,1.0,1.0,$220.00,$60.00,"$1,000.00",4,1125,17,38.90869200919043,-77.05428412885513,Washington,20007,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$78.00,$29.00,$299.00,1,27,7,38.903844252293936,-77.06310171775048,Washington,20007,DC
99%,88%,16,4,Entire home/apt,1.0,1.5,2.0,$198.00,,,1,1125,14,38.90548834130289,-77.05793712797507,Washington,20007,DC
,,1,1,Entire home/apt,1.0,1.0,1.0,$110.00,,,7,1125,0,38.9084145017282,-77.05902424536049,Washington,20007,DC
99%,88%,16,3,Entire home/apt,1.0,1.0,2.0,$195.00,,,2,1125,9,38.903702829482974,-77.05802166132658,Washington,20007,DC
64%,91%,1,6,Entire home/apt,3.0,2.0,3.0,$249.00,$99.00,,2,20,3,38.90633703579356,-77.06468784412688,Washington,20007,DC
99%,88%,16,5,Entire home/apt,1.0,1.0,2.0,$161.00,,,1,1125,5,38.90364998789658,-77.05893709526957,Washington,20007,DC
100%,60%,2,2,Private room,1.0,1.5,1.0,$135.00,$75.00,$125.00,2,1125,2,38.91451510744222,-77.0687225283943,Washington,20007,DC
90%,100%,1,2,Entire home/apt,1.0,2.0,1.0,$185.00,,,1,1125,15,38.90529525143828,-77.06623754853129,Washington,20007,DC
59%,94%,1,3,Private room,1.0,1.0,1.0,$104.00,,,1,1125,10,38.911754093189906,-77.06734100096857,Washington,20007,DC
90%,100%,2,1,Private room,1.0,1.0,1.0,$75.00,$15.00,,3,120,7,38.914578772635004,-77.0711353298624,Washington,20007,DC
91%,50%,7,3,Private room,1.0,1.0,2.0,$139.00,$75.00,,3,300,16,38.91416214425117,-77.07027069806144,Washington,20007,DC
100%,60%,2,6,Entire home/apt,2.0,1.5,2.0,$350.00,$100.00,$300.00,2,1125,29,38.915120389816224,-77.07022514355567,Washington,20007,DC
100%,75%,1,3,Entire home/apt,2.0,1.5,2.0,$239.00,$60.00,,1,1125,0,38.90671598422801,-77.05696445651917,Washington,20007,DC
99%,88%,16,5,Entire home/apt,2.0,2.5,3.0,$450.00,,$500.00,2,1125,2,38.902384450003154,-77.06078634342836,Washington,20007,DC
91%,50%,7,2,Entire home/apt,1.0,1.0,1.0,$129.00,$105.00,,3,1125,2,38.91497634980446,-77.07085779416097,Washington,20007,DC
100%,97%,1,2,Entire home/apt,2.0,1.0,2.0,$100.00,,,1,1125,12,38.90603607784227,-77.06585001100407,Washington,20007,DC
80%,100%,1,3,Entire home/apt,3.0,2.5,3.0,$200.00,,,1,1125,0,38.90729350782813,-77.05517123763877,Washington,20007,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$130.00,$15.00,,3,1125,4,38.91350835908366,-77.06419667065369,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,2.0,$179.00,$70.00,$250.00,3,29,25,38.90731059472308,-77.06135756091169,Washington,20007-3413,DC
,,1,4,Entire home/apt,3.0,1.5,3.0,$450.00,,,1,1125,0,38.909055585194785,-77.06667628976783,Washington,20007,DC
92%,94%,30,6,Entire home/apt,2.0,3.0,4.0,$475.00,$220.00,,3,1125,3,38.91364994445577,-77.06443906982331,Washington,20007,DC
100%,25%,6,1,Entire home/apt,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0,38.907161076644655,-77.05783073683247,Washington,20007,DC
100%,25%,6,1,Entire home/apt,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0,38.905723040729406,-77.05778619960485,Washington,20007,DC
100%,100%,3,4,Entire home/apt,2.0,2.0,2.0,$450.00,$180.00,$500.00,3,1125,0,38.90416504454493,-77.06399529579247,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$90.00,,$100.00,3,1125,2,38.91000000238522,-77.05810695315388,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$170.00,,,3,1125,12,38.90456834706161,-77.05892855550827,Washington,20007,DC
100%,60%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,$30.00,$100.00,2,1125,10,38.909712603817184,-77.05562583497222,Washington,20007,DC
99%,88%,16,5,Entire home/apt,2.0,2.0,3.0,$415.00,,,1,1125,1,38.904463897948055,-77.05863315209146,Washington,20007,DC
100%,50%,1,3,Entire home/apt,1.0,1.0,1.0,$175.00,$75.00,$200.00,2,1125,3,38.90372196135103,-77.06209315574581,Washington,20007,DC
100%,100%,1,4,Entire home/apt,2.0,1.5,3.0,$400.00,$100.00,$500.00,3,1125,7,38.905740154421885,-77.05949713526081,Washington,20007,DC
90%,100%,2,1,Private room,1.0,1.0,1.0,$65.00,$15.00,,3,120,18,38.91608583659768,-77.06875523036086,Washington,20007,DC
100%,63%,4,2,Private room,1.0,1.0,1.0,$65.00,$10.00,,6,1125,6,38.91426244989503,-77.0757898393512,Washington,20007,DC
99%,88%,16,5,Entire home/apt,2.0,2.0,3.0,$515.00,,,2,1125,0,38.90357680197288,-77.05755594420302,Washington,20007,DC
90%,90%,2,4,Entire home/apt,1.0,1.0,2.0,$135.00,$85.00,$200.00,2,200,36,38.91646460710995,-77.07555611495923,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,$20.00,,2,1125,2,38.91174584568385,-77.0599566299813,Washington,20007,DC
100%,56%,1,2,Entire home/apt,1.0,1.5,1.0,$180.00,$20.00,,1,1125,0,38.91358306670471,-77.06091504744553,Washington,20007,DC
92%,94%,30,10,Entire home/apt,3.0,3.0,5.0,$500.00,$220.00,,3,999,11,38.90942906992129,-77.06649565851231,Washington,20007,DC
40%,80%,1,2,Entire home/apt,1.0,1.0,1.0,$189.00,$39.00,$99.00,1,30,2,38.90945414661621,-77.05354872198849,Washington,20007,DC
100%,50%,1,2,Entire home/apt,1.0,1.0,1.0,$118.00,$60.00,$200.00,5,24,0,38.90473383016005,-77.06584909817023,Washington,20007,DC
100%,100%,1,5,Entire home/apt,2.0,1.0,2.0,$439.00,,$300.00,2,8,11,38.90286122207838,-77.06301881442722,Washington,20007,DC
100%,100%,2,6,Entire home/apt,1.0,1.5,2.0,$220.00,$100.00,$150.00,1,1125,1,38.903976639070116,-77.06258834279996,Washington,20007,DC
100%,100%,1,6,Entire home/apt,2.0,1.0,2.0,$300.00,$40.00,,2,1125,32,38.904114141619175,-77.06252797124101,Washington,20007,DC
100%,60%,1,2,Entire home/apt,1.0,1.0,1.0,$165.00,,,1,1125,2,38.91067524474927,-77.05664703363732,Washington,20007,DC
63%,100%,1,1,Private room,1.0,1.0,1.0,$90.00,,$150.00,3,27,8,38.90764266811677,-77.06247100408841,Washington,20007,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$185.00,$80.00,$150.00,2,1125,1,38.913754455589924,-77.06366381997981,Washington,20007,DC
91%,57%,1,2,Entire home/apt,0.0,1.0,1.0,$125.00,$38.00,,1,1125,5,38.907139384225076,-77.03636439354342,Washington,20005,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$120.00,,,2,1125,0,38.91665015666773,-77.03569250747648,Washington,20009,DC
100%,94%,12,3,Private room,1.0,1.0,1.0,$100.00,,,2,180,24,38.916375933346316,-77.03996923565684,Washington,20009,DC
90%,46%,1,2,Entire home/apt,1.0,1.0,1.0,$110.00,,,2,1125,4,38.91494024276089,-77.0434983855906,Washington,20009,DC
100%,100%,5,2,Private room,1.0,2.5,2.0,$110.00,$50.00,,7,365,6,38.913776315929134,-77.03832512745086,Washington,20009,DC
99%,96%,32,2,Entire home/apt,,1.0,1.0,$135.00,$45.00,$100.00,4,365,28,38.91479913832204,-77.04406317387539,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$220.00,$50.00,,1,1125,3,38.91826742897524,-77.03565951264052,Washington,20009,DC
63%,100%,2,2,Private room,1.0,1.0,1.0,$75.00,,,2,1125,0,38.91617783090339,-77.04277923754394,Washington,20009,DC
100%,95%,4,2,Private room,1.0,1.0,1.0,$112.00,$20.00,,1,1125,23,38.917040170598824,-77.0362623347762,Washington,20009,DC
100%,,1,1,Shared room,1.0,1.0,1.0,$40.00,$30.00,,4,1125,0,38.90733508070715,-77.03564408326811,Washington,20005,DC
90%,82%,2,4,Entire home/apt,2.0,1.0,2.0,$250.00,,,1,4,2,38.91275681060128,-77.03651721123313,Washington,20009,DC
97%,71%,2,2,Entire home/apt,1.0,1.0,1.0,$150.00,,,2,1125,10,38.916568522116904,-77.03634678201547,Washington,20009,DC
90%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$96.00,$70.00,,1,365,2,38.91192130519462,-77.04792995550392,Washington,20008,DC
100%,80%,2,2,Entire home/apt,0.0,1.0,1.0,$113.00,$100.00,"$2,300.00",7,1125,2,38.91383281244895,-77.04208685354834,Washington,20009,DC
99%,96%,32,4,Private room,1.0,1.0,1.0,$149.00,$45.00,$100.00,4,365,19,38.91495920042378,-77.04421210845956,Washington,20009,DC
,,1,3,Private room,1.0,1.0,1.0,$125.00,$25.00,,1,1125,3,38.91388155663929,-77.03846814589353,Washington,20009,DC
99%,96%,32,2,Entire home/apt,1.0,1.0,1.0,$139.00,$55.00,$100.00,2,365,59,38.909017499270185,-77.04895392200497,Washington,20037,DC
67%,,1,4,Entire home/apt,1.0,1.0,2.0,$149.00,$100.00,,3,1125,0,38.914284444906905,-77.04208382292606,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$179.00,,,20,1125,55,38.90993992493207,-77.03832717577565,Washington,20036,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,,,1,1125,0,38.90907823016646,-77.03645361464768,Washington,20005,DC
92%,99%,23,2,Private room,1.0,1.0,1.0,$120.00,,,1,1125,6,38.916431111559724,-77.0383506026972,Washington,20009,DC
100%,94%,7,2,Entire home/apt,1.0,1.0,1.0,$135.00,$75.00,,10,367,67,38.90706331094931,-77.03655652554107,Washington,20036,DC
100%,94%,12,3,Private room,1.0,1.0,1.0,$99.00,,,2,1125,3,38.917636723448844,-77.03647157970823,Washington,20009,DC
100%,100%,2,6,Entire home/apt,2.0,2.0,2.0,$220.00,$65.00,$220.00,2,30,50,38.917021426050994,-77.03525077820845,Washington,20009,DC
100%,,1,3,Entire home/apt,0.0,1.0,1.0,$150.00,,,2,1125,1,38.91320496679547,-77.04151910463877,Washington,20009,DC
62%,86%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,$50.00,$120.00,2,1125,0,38.9160520268016,-77.03633534044573,Washington,20009,DC
